,id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user,restraunt_name,food_sentiment,service_sentiment,ambience_sentiment,other_sentiment,food_aspect_extraction_1,service_aspect_extraction_1,ambience_aspect_extraction_1,food_aspect_extraction_2,service_aspect_extraction_2,ambience_aspect_extraction_2,food_aspect_extraction_3,service_aspect_extraction_3,ambience_aspect_extraction_3
10,ChZDSUhNMG9nS0VJQ0FnSUN3czV5aE9BEAE,nice place for breakfast. the decoration of the shop is lovely and the bread & cake is prepared nicely. the cheese bread is very recommended. …,4 years ago,53:10.5,4,水胖,0,0,https://www.google.com/maps/contrib/111579206566898199872/reviews?hl=en-US,LolaCafe,1,0,1,0,bread cake prepared nicely cheese bread recommend,,decoration shop lovely,,,nice place,bread cake prepared,,nice place breakfast decoration
11,ChZDSUhNMG9nS0VJQ0FnSURnbVp6NFd3EAE,Food standards are so so.. not worth the price..,4 years ago,18:45.5,2,Jerome Teo,0,0,https://www.google.com/maps/contrib/116468473048081796276/reviews?hl=en-US,WheelersYard,0,0,0,0,food standard worth price,,,food standard,,,,,
12,ChZDSUhNMG9nS0VJQ0FnSURHNkxycEZBEAE,Good pastries and average coffee/drinks. Food looks good tough the last couple times I went their kitchen was unfortunately closed. …,a year ago,47:32.4,4,M M,0,0,https://www.google.com/maps/contrib/112969388453452640335/reviews?hl=en-US,LolaCafe,1,0,0,0,good pastry food look good last couple time i go kitchen unfortunately close,average coffee drink,,good pastry average coffee food look good,,,good pastry,,
13,ChdDSUhNMG9nS0VJQ0FnSUQ2N1pPaWtnRRAB,"Love the burratina, it’s served with pesto and onion marmalade. I dont eat onion or garlic and yet I finished the entire thing. The orange white wine is interesting, And the gnocchi was delightful. Not the best pasta I had but overall it …",a year ago,45:34.9,5,Steffie,0,0,https://www.google.com/maps/contrib/101052179425710916053/reviews?hl=en-US,Chichenti,1,0,0,0,burratina pesto onion marmalade orange white wine gnocchi pasta,,,wine interesting gnocchi delightful good pasta,,,best pasta,,
14,ChdDSUhNMG9nS0VJQ0FnSUNLaFBLdnhnRRAB,"Dismal service, one of the worst pint of Guinness, highly overpriced.",a year ago,31:39.9,1,Gabriel Soo,0,0,https://www.google.com/maps/contrib/107643635105634420389/reviews?hl=en-US,Hooters,-1,-1,0,-1,pint guinness,dismal service,,,dismal service,,,service one worst,
15,ChZDSUhNMG9nS0VJQ0FnSURCaXRyVE1nEAE,The clerk is …,2 months ago,28:20.5,5,Keigo T,0,0,https://www.google.com/maps/contrib/115698592873638954733/reviews?hl=en-US,Hooters,0,0,0,0,,clerk,,,,,,,
16,ChdDSUhNMG9nS0VJQ0FnSUNLNU95VXJRRRAB,Good place for a meal. The seating can be a little weird with tables set in a fashion you're sitting next to your companion unless you reserve a table in advance. Food is good for the price point.,a year ago,09:06.0,4,Mandar Dadegaonkar,0,0,https://www.google.com/maps/contrib/106869995188789184551/reviews?hl=en-US,WheelersYard,1,0,0,1,good place meal food good price point,seating little weird table set fashion sit next companion unless reserve table advance,,food good,,good place,,,
17,ChdDSUhNMG9nS0VJQ0FnSUR5OXNQeHdnRRAB,"Nice surroundings, decent service. Yummy food. It's full house over the weekend and staff did serve us water and top it up once. …",2 years ago,09:13.0,5,Jo C,0,0,https://www.google.com/maps/contrib/100680165755246773629/reviews?hl=en-US,WheelersYard,1,1,1,0,yummy food,decent service staff serve water top,nice surroundings full house weekend,yummy food food full,decent service service yummy,,,nice surroundings decent service,
18,ChdDSUhNMG9nS0VJQ0FnSURoak82WW5BRRAB,I love the horfun. The wokhei and flavours are SO rich. Love it!,2 weeks ago,42:56.8,5,jagga bee,0,0,https://www.google.com/maps/contrib/110303156405428769949/reviews?hl=en-US,KokSen,1,0,0,1,horfun wokhei flavour rich love,,,,,,,,
19,ChZDSUhNMG9nS0VJQ0FnSURBbk1UMVZREAE,this brunch place is at the top of my list! but it is a little tough to get in sometimes due to the popularity. quite like the foood here,4 years ago,16:48.5,5,jonathon trot,0,0,https://www.google.com/maps/contrib/115444762678060020612/reviews?hl=en-US,WheelersYard,1,0,0,1,foood,tough get sometimes due popularity,,,,brunch place place top,,,
20,ChdDSUhNMG9nS0VJQ0FnSUNldnBMeXZnRRAB,Cosy and comfortable setting,6 months ago,07:16.6,4,Kel,0,0,https://www.google.com/maps/contrib/111499066144695511302/reviews?hl=en-US,WheelersYard,0,0,1,0,food delicious,service attentive amb th,ambience perfect,,,,,,
21,ChdDSUhNMG9nS0VJQ0FnSUN5LUxqYzVnRRAB,Had a lovely lunch today with hubby and first daughter. They've been teasing me about how good this place is but I've never been. So today we decided it was high time I went too. Its in the older quarter of the city so the place is quaint …,2 years ago,46:51.7,4,Helena Tang-Lim,0,0,https://www.google.com/maps/contrib/101671358142915063353/reviews?hl=en-US,Chichenti,1,0,1,0,lovely lunch today hubby first daughter tease i good place i never today decide high time i go,,old quarter city place quaint ...,,,good place,,,
22,ChdDSUhNMG9nS0VJQ0FnSUNHcXBmNTBBRRAB,Food is pretty and pretty good. Was expecting it to live up to the hype thus I was slightly disappointed. But overall it was a good place for your burgers,a year ago,23:02.1,4,Yong Roger,0,0,https://www.google.com/maps/contrib/107586027412321214223/reviews?hl=en-US,Eggslut,1,0,0,-1,food pretty pretty good,expect live hype thus i slightly disappointed,,food pretty,,good place,disappointed overall wa good place burger,,
23,ChZDSUhNMG9nS0VJQ0FnSUNvdVp1WmFnEAE,"Expected more since I saw and heard Wheeler's Yard a lot but it was not as what I have expected. Food wise, I ordered the Porky bowl. It's just a normal don with bacon. Nothing special. Maybe you should try the beef bowl instead. Saw that a …",4 years ago,16:07.5,3,arvelia ong,0,0,https://www.google.com/maps/contrib/116199483330133900090/reviews?hl=en-US,WheelersYard,0,0,0,0,porky bowl normal bacon nothing special maybe try beef bowl instead,,,food wise just normal bacon normal bacon,,,special maybe try beef,,
24,ChZDSUhNMG9nS0VJQ0FnSURnbW83b0xREAE,"Coffee's alright but seems like standard has dropped. Given there are so many coffee places in close proximity, I won't come here specifically unless there is a need to.",3 years ago,28:00.8,3,Joshua Ng,0,0,https://www.google.com/maps/contrib/101094336827735030197/reviews?hl=en-US,PennyUniversity,0,0,0,0,coffee 's alright seem like standard drop,,,many coffee,,place close,many coffee,,
25,ChdDSUhNMG9nS0VJQ0FnSUQtX09XOHR3RRAB,Delicious,3 months ago,28:46.9,5,Moshe Naftchi,0,0,https://www.google.com/maps/contrib/105035556749877107995/reviews?hl=en-US,Hooters,1,0,0,0,delicious,friendly,cozy,,,,,,
26,ChdDSUhNMG9nS0VJQ0FnSURBbEt6dnRRRRAB,This restaurant doesnt even deserve a star.  Was greeted by a manager standing at the door. My family and I had already …,4 years ago,50:40.1,1,Paris Hippo,0,0,https://www.google.com/maps/contrib/115738171630931629579/reviews?hl=en-US,Chichenti,-1,-1,0,-1,family i already,greet manager stand door,,,,,,,
27,ChdDSUhNMG9nS0VJQ0FnSUMwdDQ3dXFRRRAB,"First time here and I am not disappointed! Walking in, it’s like I’ve been transported back to the bakeries in Sydney, where a smorgasbord of fresh bakes lining the counter immediately catches your eye. All the pastries looked sooo good …",3 years ago,51:18.1,4,Eunice Foo,0,0,https://www.google.com/maps/contrib/117410293240119357609/reviews?hl=en-US,LolaCafe,1,0,1,0,fresh bake line counter immediately catch eye pastry look sooo good,,walk 's like i transport back bakery sydney,pastry look sooo,,,immediately catch eye pastry,,
28,ChZDSUhNMG9nS0VJQ0FnSUM0NE5LMkt3EAE,Decent selection of food. This place is great for special occasions like birthdays and anniversaries. Ambience is really nice and clean.,3 years ago,50:03.6,5,Dildy Pinkstonar,0,0,https://www.google.com/maps/contrib/106792551376541195265/reviews?hl=en-US,Chichenti,1,0,1,0,decent selection food,great special occasion like birthday anniversary,ambience really nice clean,,,place great ambience really nice,,,special occasion like birthday anniversary ambience
29,ChdDSUhNMG9nS0VJQ0FnSUQtMVBHZTJnRRAB,Wood fire Pizza very very very good. Must eat fresh and warm. We were lucky to have a seat without booking. Very crowded and popular. Service is very fast. Vegetarian options available too. Meat and non vegetarian also available. Good food …,3 months ago,43:02.7,5,Win Tai,0,0,https://www.google.com/maps/contrib/114240320617932935405/reviews?hl=en-US,Chichenti,1,1,1,0,wood fire pizza good must eat fresh warm vegetarian option available meat non vegetarian also available good food,service fast,lucky seat without book crowded popular,pizza good good food,popular service service fast,,vegetarian option available meat,popular service,
30,ChZDSUhNMG9nS0VJQ0FnSUQyeWEzeUp3EAE,too much rave about it. too greasy for my liking,10 months ago,14:10.6,2,Steven Teo,0,0,https://www.google.com/maps/contrib/113808271547743439410/reviews?hl=en-US,Eggslut,-1,0,0,-1,greasy liking,,much rave,,,,,,
31,ChdDSUhNMG9nS0VJQ0FnSUNDOXRmYW9RRRAB,"Great customer service! The staffs are very friendly and food is great!  After finishing our lunch there, my friend went to the counter to order a cake …",2 years ago,50:06.4,5,Hui Ting Chu,0,0,https://www.google.com/maps/contrib/101752077828174683728/reviews?hl=en-US,LolaCafe,1,1,0,1,staff friendly food great,great customer service,,food great,staff friendly,,,great customer service,
32,ChdDSUhNMG9nS0VJQ0FnSURHdDRyMXJ3RRAB,Nice place,a year ago,47:25.6,4,leng ying teo,0,0,https://www.google.com/maps/contrib/106258697193752541557/reviews?hl=en-US,LolaCafe,0,0,1,0,food good,service slow,atmosphere cozy invite,,,nice place,,,
33,ChZDSUhNMG9nS0VJQ0FnSUMwLW9qQ01nEAE,Perhaps the first hipster cafe in the east and still going strong.,3 years ago,29:09.3,5,Peter W,0,0,https://www.google.com/maps/contrib/106401204576542503648/reviews?hl=en-US,PennyUniversity,0,0,1,0,food great,service friendly,atmosphere cozy,,,,,,
34,ChZDSUhNMG9nS0VJQ0FnSUNLaGZHZVlnEAE,Just had my breakfast with hubby.... very nice and delicious english breakfast i had for the first time. …,a year ago,24:48.9,5,Daing Nasuha,0,0,https://www.google.com/maps/contrib/108995788853632254977/reviews?hl=en-US,PennyUniversity,1,0,0,0,nice delicious english breakfast i first time,,,,,,,,
35,ChZDSUhNMG9nS0VJQ0FnSUMtdzktZ0x3EAE,Just moved down the row to a new aircon location. Prawn hor fun is nice!,4 months ago,43:50.4,4,Sam,0,0,https://www.google.com/maps/contrib/102125622239563144447/reviews?hl=en-US,KokSen,1,0,0,1,prawn hor fun nice,,move row new aircon location,,,,new aircon location prawn,,
36,ChZDSUhNMG9nS0VJQ0FnSUN3b3NYNWFnEAE,Quiet and friendly place!,4 years ago,53:46.8,5,Wei Ji,0,0,https://www.google.com/maps/contrib/117895464406808706421/reviews?hl=en-US,LolaCafe,0,1,1,0,,quiet friendly,,,,friendly place,,,
37,ChZDSUhNMG9nS0VJQ0FnSUQwZ29pU0ZBEAE,"Food was good. The atmosphere is great. Feels like in one of those homey type of coffee shops, i.e. not Starbucks type. But the acoustics of the place was bad. Instead of feeling relaxed, I get bothered by the noise.",3 years ago,51:18.0,3,Jasper Lim,0,0,https://www.google.com/maps/contrib/104474270505457470418/reviews?hl=en-US,LolaCafe,1,0,1,-1,food good,,atmosphere great feel like one homey type coffee shop i.e. starbucks type acoustic place bad instead feel relaxed i get bother noise,food good,,good atmosphere atmosphere great acoustic place place bad,coffee shop ie starbucks type acoustic,,good atmosphere
38,ChdDSUhNMG9nS0VJQ0FnSUNCMzZ1SG1RRRAB,"Service is atrocious and slow, mixed up our order after an hour wait and tried to force the dish on us",2 months ago,43:16.5,1,Wei Long Tan,0,0,https://www.google.com/maps/contrib/100677610818237831714/reviews?hl=en-US,KokSen,0,-1,0,-1,,service atrocious slow mix order hour wait try force dish,,,service atrocious,,,service atrocious,
39,ChdDSUhNMG9nS0VJQ0FnSUNpMC16LTJRRRAB,Love the latte here and French toast. Folded eggs with crab and chilli was pretty ok too. …,2 years ago,25:54.6,5,Chris W,0,0,https://www.google.com/maps/contrib/104747885446738433329/reviews?hl=en-US,PennyUniversity,1,0,0,0,love latte french toast fold egg crab chilli pretty ok,,,french toast,,,french toast folded egg crab,,
40,ChZDSUhNMG9nS0VJQ0FnSURDek51X2FnEAE,"A bike cafe that doesn’t have a proper place for customers to park their bikes. All the red useless bikes by the entrance are there (for show?) but for some reason we have to park out bikes at the back. Alright fine, but no one is keeping …",2 years ago,10:18.9,1,UEX,0,0,https://www.google.com/maps/contrib/108413413047082318020/reviews?hl=en-US,WheelersYard,0,0,0,-1,,one keep,bike entrance show,,,proper place,,,
41,ChZDSUhNMG9nS0VJQ0FnSUMta3BxVlFBEAE,"For egg lovers, this is the place for you!  Customisation works well for those of us who don’t want to waste food due to …",4 months ago,10:42.4,4,Cynthia Wee,0,0,https://www.google.com/maps/contrib/114735938830883821698/reviews?hl=en-US,Eggslut,1,0,0,1,egg lover place customisation work well want waste food,,,food due,,,egg lover place customisation work well u,,
42,ChdDSUhNMG9nS0VJQ0FnSUNHcllqa3hnRRAB,Love the pizzas at Cicheti. A (not so) hidden gem in the Arab street precinct. Reservations definitely recommended.,a year ago,45:13.4,4,GH Park,0,0,https://www.google.com/maps/contrib/103608133341038782146/reviews?hl=en-US,Chichenti,1,0,1,0,love pizza,reservation definitely recommend,hidden gem arab street precinct,,,,pizza cicheti hidden gem arab street precinct reservation definitely recommended,,
43,ChZDSUhNMG9nS0VJQ0FnSURzNnJic0hnEAE,"My place for comfort food. You gotta come early. Any later than 9.30 it'll be packed. Staff are helpful and friendly. Food is amazing, burst of flavours.",3 years ago,27:28.1,5,Wan Nadia,0,0,https://www.google.com/maps/contrib/117737459474488100918/reviews?hl=en-US,PennyUniversity,1,1,0,1,food amazing burst flavour,staff helpful friendly,place comfort food,friendly food food amazing,staff helpful,,,,
44,ChZDSUhNMG9nS0VJQ0FnSURXeHFmbkFnEAE,Great food at great prices!,11 months ago,07:43.2,5,Roland Chua,0,0,https://www.google.com/maps/contrib/107361748763432653187/reviews?hl=en-US,WheelersYard,1,0,0,1,great food great price,friendly,cozy,great food food great,,,,,
45,ChdDSUhNMG9nS0VJQ0FnSURCd2V6cHd3RRAB,Not what it used to be since they shifted. Ordered eggs ben and the hollandaise sauce (which used to taste so good) is now subpar at best. Also don’t understand the interior. The seats towards the back close to the “open” kitchen is very dark and weird. Lost a loyal customer,a month ago,22:39.9,1,Som Uchwiser,0,0,https://www.google.com/maps/contrib/108992068878402562185/reviews?hl=en-US,PennyUniversity,-1,0,-1,-1,order egg ben hollandaise sauce use taste good subpar good,lose loyal customer,also understand interior seat towards back close “ open ” kitchen dark weird,,,,sauce used taste good,,
46,ChdDSUhNMG9nS0VJQ0FnSUNvME9iaTVRRRAB,Cool decor. Food is fine.,4 years ago,15:08.9,4,M S,0,0,https://www.google.com/maps/contrib/116536010827775524278/reviews?hl=en-US,WheelersYard,0,0,1,0,food fine,,cool decor,,,cool decor,,,
47,ChZDSUhNMG9nS0VJQ0FnSURNMXVQNEdBEAE,"Recently gained fame through the review from food king.  Food was okay, nothing special. Queue was long, and the service took too long.",3 years ago,50:29.5,3,Gilbert Sebastiano,0,0,https://www.google.com/maps/contrib/107619035371305746752/reviews?hl=en-US,KokSen,0,-1,0,0,food okay nothing special,queue long service take long,,food okay,service take too long,,,special queue wa long service,
48,ChZDSUhNMG9nS0VJQ0FnSUM2eUpQaWVBEAE,Place is cosy and spacious however vibes the vibes felt as if we were being watched the whole time. Felt very attacked as a minority coming in a non halal cafe as if we were invading. Got chased out by staff whilst looking through the …,a year ago,08:30.8,1,Haleet Subhan,0,0,https://www.google.com/maps/contrib/101123187177651171201/reviews?hl=en-US,WheelersYard,0,-1,0,-1,,feel attack minority come non halal cafe invade get chase staff whilst look,place cosy spacious however vibe vibe feel watch whole time,,,,,,
49,ChZDSUhNMG9nS0VJQ0FnSUNtNmRULVFREAE,Good food but may not live up to the hype. The queues do move pretty fast.,a year ago,19:02.4,4,SJ Lim,0,0,https://www.google.com/maps/contrib/115433609369374825478/reviews?hl=en-US,Eggslut,1,1,0,0,good food live hype,queue move pretty fast,,good food,,,,,
50,ChZDSUhNMG9nS0VJQ0FnSUQtbl8tX1NnEAE,Am super thankful that Penny University has moved to a central area so that I can finally have a go at their fantastic brunch since it’s nearer to where I live! This is lovely brunch place with a clean and beautiful minimalist design. …,3 months ago,22:53.2,5,Justin Kan,0,0,https://www.google.com/maps/contrib/107167854153365333688/reviews?hl=en-US,PennyUniversity,1,0,1,0,fantastic brunch,none,clean beautiful minimalist design,,,brunch place place clean,,,
51,ChZDSUhNMG9nS0VJQ0FnSUR5dElEVkZ3EAE,All Hooters are awesome haha,2 years ago,31:47.2,5,Justin Dupuis,0,0,https://www.google.com/maps/contrib/103915715686180050002/reviews?hl=en-US,Hooters,0,0,0,1,,,,,,,,,
52,ChdDSUhNMG9nS0VJQ0FnSURBcmNlandBRRAB,Food is still ok but slightly overpriced. Guess you're paying for the atmosphere if you're into that,4 years ago,17:08.9,3,Yizhou Wu,0,0,https://www.google.com/maps/contrib/109211180405570541307/reviews?hl=en-US,WheelersYard,0,0,1,0,food still ok slightly overpriced,guess pay atmosphere,,,,,,,slightly overpriced guess youre paying atmosphere
53,ChdDSUhNMG9nS0VJQ0FnSURZMEp5bF93RRAB,Hidden from the main road of Balisteir is this gem of a bike shop cum cafe. Limiting parking up front and can get busy during weekend brunch. Good get together place for dinner among friends as well,3 years ago,14:22.0,4,Timothy Teo,0,0,https://www.google.com/maps/contrib/109273027791328273356/reviews?hl=en-US,WheelersYard,1,0,1,1,good get together place dinner among friend,limit parking front get busy weekend brunch,hide main road balisteir gem bike shop cum cafe,,,,,,
54,ChdDSUhNMG9nS0VJQ0FnSURPakt2eHVnRRAB,We had an amazing Basque cheesecake here! The long black was also above average.,8 months ago,23:20.4,5,Valerie Soh,0,0,https://www.google.com/maps/contrib/106981697315904294916/reviews?hl=en-US,PennyUniversity,1,0,0,1,amazing basque cheesecake,'','',basque cheesecake cheesecake here long,,,cheesecake long black,,
55,ChdDSUhNMG9nS0VJQ0FnSURBM2RYbG9RRRAB,The pasta here was really nice. High quality food here,4 years ago,52:17.4,5,Andrew Whiteside,0,0,https://www.google.com/maps/contrib/102794522579167877477/reviews?hl=en-US,Chichenti,1,0,0,0,pasta really nice high quality food,,,,,,pasta wa really nice,,
56,ChZDSUhNMG9nS0VJQ0FnSUNDaXBHWWVREAE,At this weather aircon is not working and they receive customers !!,2 years ago,50:06.4,1,Ilsun Cho,0,0,https://www.google.com/maps/contrib/108428823090029298967/reviews?hl=en-US,LolaCafe,0,0,-1,-1,,weather aircon work receive customer,,,,,,,
57,ChdDSUhNMG9nS0VJQ0FnSUNzbnNxel93RRAB,America's famous restaurant. We are very satisfied. Cheese toast is a savior for children who have trouble finding food. Prices are in Singapore av …,3 years ago,33:48.7,5,Berrin Ozkan,0,0,https://www.google.com/maps/contrib/100124884757492226726/reviews?hl=en-US,Hooters,1,0,0,1,cheese toast price,satisfied,,satisfied cheese,,,famous restaurant satisfied cheese toast,,
58,ChZDSUhNMG9nS0VJQ0FnSUNzZ3FXX2R3EAE,Food is good. The bestsellers are really worth the title but the crowdedness makes it a little uncomfortable.,3 years ago,50:02.4,3,Nicole Yeong,0,0,https://www.google.com/maps/contrib/100787870564346265055/reviews?hl=en-US,KokSen,1,0,-1,0,food good bestseller really worth title,,crowdedness make little uncomfortable,food good,,,,,
59,ChZDSUhNMG9nS0VJQ0FnSURTOGJqMFhnEAE,Nice food. Not crowded,2 years ago,32:01.9,4,Wyvern Lim,0,0,https://www.google.com/maps/contrib/105559373026589813910/reviews?hl=en-US,Hooters,1,0,1,0,nice food,,crowded,nice food,,,,,
60,ChdDSUhNMG9nS0VJQ0FnSUNndTRfRS1nRRAB,"One of the top three pizzas in Singapore, highly recommended!",2 years ago,47:55.9,4,Andrea Monni,0,0,https://www.google.com/maps/contrib/100633852260698495117/reviews?hl=en-US,Chichenti,1,0,0,1,one top three pizza singapore highly recommend,,,,,,pizza singapore highly recommended,,
61,ChZDSUhNMG9nS0VJQ0FnSUN5NS1XaElBEAE,Food: 2/5 poach egg overcook Service: 3/5 Price: 2/5 ($25/pax) …,2 years ago,09:20.2,2,Felisciana Nyangun,0,0,https://www.google.com/maps/contrib/109599896002557390535/reviews?hl=en-US,WheelersYard,-1,0,0,0,2/5 poach egg overcook,3/5 price 2/5 25 pax,,,,,,,
62,ChdDSUhNMG9nS0VJQ0FnSURzLVlpcjJBRRAB,Come here often with family. Quality is quite consistent.,3 years ago,49:35.2,5,SH Law,0,0,https://www.google.com/maps/contrib/102962580252522955660/reviews?hl=en-US,KokSen,1,0,0,1,quality quite consistent,,,,,,,,
63,ChdDSUhNMG9nS0VJQ0FnSUNNMGJmemxRRRAB,Great atmosphere and view along the river. Brilliant staff and nice tasty food. The ice cream was a bonus.,3 years ago,35:27.1,5,Michael Beverly,0,0,https://www.google.com/maps/contrib/105105858901858557023/reviews?hl=en-US,Hooters,1,1,1,1,nice tasty food ice cream bonus,brilliant staff,great atmosphere view along river,tasty food,brilliant staff,great atmosphere,nice tasty food ice cream,,great atmosphere
64,ChZDSUhNMG9nS0VJQ0FnSURZbDlldmZ3EAE,"Yummy Chinese food. Dinner is always packed, so make reservation.",3 years ago,53:36.8,5,PERFECTLY IMPERFECT,0,0,https://www.google.com/maps/contrib/111317703001444155882/reviews?hl=en-US,KokSen,1,0,0,1,yummy chinese food,dinner always pack make reservation,,chinese food,,,,,
65,ChdDSUhNMG9nS0VJQ0FnSURBMmFQX2xBRRAB,Never regreted visiting here. Food here is excellent!,4 years ago,16:17.9,5,Jill Farrera,0,0,https://www.google.com/maps/contrib/104994661845351202473/reviews?hl=en-US,WheelersYard,1,0,0,1,food excellent,,,food here excellent,,,,,
66,ChZDSUhNMG9nS0VJQ0FnSURHOWVIMVJBEAE,"Great food (on the salty side, but that’s how I like it) with subpar service. Despite what they told me on the phone, they DO take reservations. Prepare yourself for both a delicious meal and to be rudely shouted at. I recommend the Prawn Horfun.",a year ago,45:38.1,3,Tx Jem,0,0,https://www.google.com/maps/contrib/108678612585037075584/reviews?hl=en-US,KokSen,1,-1,0,0,great food salty side 's i like i recommend prawn horfun,subpar service prepare delicious meal rudely shout,despite tell i phone take reservation,great food food salty,,,delicious meal rudely shouted recommend prawn,service despite told phone take reservation prepare delicious,
67,ChdDSUhNMG9nS0VJQ0FnSUNpcTlDbGpRRRAB,Love the coffee!,2 years ago,25:47.2,5,Tuck Wah Siew (Dr Siew),0,0,https://www.google.com/maps/contrib/107898165927035457167/reviews?hl=en-US,PennyUniversity,1,0,0,1,food top notch,service always friendly,,,,,,,
68,ChZDSUhNMG9nS0VJQ0FnSURJcmFhbVNREAE,Decent coffee. But what will stand out is the ambience of the place. old rustic laid back interiors and friendly staff. Breads and cakes are out of the world.,4 years ago,52:43.8,4,ayush maheshwari,0,0,https://www.google.com/maps/contrib/105613302873297141202/reviews?hl=en-US,LolaCafe,0,1,1,1,decent coffee bread cake world,friendly staff,old rustic lay back interior,decent coffee,friendly staff,place old,back interior friendly staff bread cake,,ambience place old
69,ChdDSUhNMG9nS0VJQ0FnSUNDdk5XNm9BRRAB,"Delicious rose cake! I loved it, moist and not too sweet! And I like the atmosphère and deco, reminded me of those bistro cafe in Paris :) vintage lovers, to love",2 years ago,50:06.4,5,Ghislaine Vigier,0,0,https://www.google.com/maps/contrib/114387649030352136850/reviews?hl=en-US,LolaCafe,1,0,1,1,delicious rise cake i love moist sweet,,i like atmosphère deco remind i bistro cafe paris :) vintage lover love,,,,delicious rose cake,,
