,id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user,restraunt_name,food_sentiment,service_sentiment,ambience_sentiment,other_sentiment
15,ChZDSUhNMG9nS0VJQ0FnSURCc3FfbGJREAE,"Nice food and portions as well. Ambience was good along riverside although 1 hot waitress was very direct when asked for riverside view to say on the face a big nooooooooo, but that was covered by other waitresses by their welcome gesture and service.",2 months ago,2023-03-20 21:28:20.488147,5.0,santosh chandrashekhar,0,0,https://www.google.com/maps/contrib/108774802546690320009/reviews?hl=en-US,Hooters,Positive,Neutral,Positive, Neutral
16,ChZDSUhNMG9nS0VJQ0FnSURCOU8zVE9nEAE,Don't expect too much for the taste of the …,2 months ago,2023-03-20 21:28:20.489086,3.0,Nunnu Nanna,0,0,https://www.google.com/maps/contrib/108592107372568760421/reviews?hl=en-US,Hooters,Neutral,Neutral,Neutral, Neutral
17,ChdDSUhNMG9nS0VJQ0FnSURCekxPVGlnRRAB,Wings were awesome as always!,2 months ago,2023-03-20 21:28:26.954237,5.0,Dennis Chearn,0,0,https://www.google.com/maps/contrib/107649542580778416211/reviews?hl=en-US,Hooters,Positive,Neutral,Neutral, Positive
18,ChZDSUhNMG9nS0VJQ0FnSURpNmVxamNnEAE,Good wings,2 months ago,2023-03-20 21:28:26.955194,5.0,Bobi,0,0,https://www.google.com/maps/contrib/108978711621460582429/reviews?hl=en-US,Hooters,Positive,Neutral,Neutral, Neutral
19,ChdDSUhNMG9nS0VJQ0FnSUNCMzZ1RXh3RRAB,Not so bad,2 months ago,2023-03-20 21:28:26.957101,4.0,Hsueh Robert (Robert),0,0,https://www.google.com/maps/contrib/113388659482899063233/reviews?hl=en-US,Hooters,Neutral,Neutral,Neutral, Neutral
20,ChdDSUhNMG9nS0VJQ0FnSUNCLV9YY3NBRRAB,Horrible experience in this Hooters Singapore.. Owner should change the staff and manager in this restaurant. All very rude .. …,2 months ago,2023-03-20 21:28:26.958962,1.0,kengel Kash,0,0,https://www.google.com/maps/contrib/109706924227597684305/reviews?hl=en-US,Hooters,Neutral,Negative,Neutral, Negative
21,ChdDSUhNMG9nS0VJQ0FnSUNCLTlxVTRRRRAB,"Was our last evening as a family in beautiful Singapore after a great holiday and great impressions. Unfortunately, it was the worst Hooters we had ever visited. Chairs and table sticky, service listless and unfriendly from the star …",2 months ago,2023-03-20 21:28:26.959856,1.0,Michael G.,0,0,https://www.google.com/maps/contrib/106254770984618974686/reviews?hl=en-US,Hooters,Negative,Negative,Negative, Negative
22,ChZDSUhNMG9nS0VJQ0FnSUNCbzZtdEpnEAE,five stars what more do i need to say taste. atmosphere. The best l …,2 months ago,2023-03-20 21:28:26.960811,5.0,zz u,0,0,https://www.google.com/maps/contrib/103853800712348742464/reviews?hl=en-US,Hooters,Positive,Neutral,Positive, Neutral
23,ChdDSUhNMG9nS0VJQ0FnSUNCLWMydGpRRRAB,"Unfortunately, you can only sit outside after 6 p.m. - I think it used to be different. I didn't eat anything, but I was immediately offered a large beer - 0.5l, which is why it took a while - at the happy hour price and then another one. Service very friendly. It's better to sit at the table than at the counter, especially …",2 months ago,2023-03-20 21:28:26.961766,3.0,Detlef Rein,0,0,https://www.google.com/maps/contrib/115061353006209807569/reviews?hl=en-US,Hooters,Neutral,Positive,Neutral, Neutral
24,ChZDSUhNMG9nS0VJQ0FnSUNCMU43YkJBEAE,Food wasn't that great. it could have been but overcooked.,3 months ago,2023-03-20 21:28:33.589880,4.0,Andrew Guest,0,0,https://www.google.com/maps/contrib/109592553710823558648/reviews?hl=en-US,Hooters,Negative,Neutral,Neutral, Neutral
25,ChZDSUhNMG9nS0VJQ0FnSUNCOFBfNUl3EAE,Uneatable food,3 months ago,2023-03-20 21:28:33.590784,1.0,Hi Its I,0,0,https://www.google.com/maps/contrib/116625745753829471571/reviews?hl=en-US,Hooters,Negative,Neutral,Neutral, Negative
26,ChdDSUhNMG9nS0VJQ0FnSUQtNC11a2lRRRAB,Went for late night dinner. Sat besides the canal. Service was quick. Had ordered chicken wings and fries along with beer.,3 months ago,2023-03-20 21:28:33.591656,4.0,Yuvraj Babrah,0,0,https://www.google.com/maps/contrib/112147655367884142788/reviews?hl=en-US,Hooters,Positive,Positive,Positive, Neutral
27,ChZDSUhNMG9nS0VJQ0FnSUQtamRtYUVnEAE,Food was good as usual but taste quality was a bit downgrade.,3 months ago,2023-03-20 21:28:40.219541,4.0,a gani,0,0,https://www.google.com/maps/contrib/112542489340618637454/reviews?hl=en-US,Hooters,Positive,Neutral,Neutral, Negative
28,ChdDSUhNMG9nS0VJQ0FnSUQteWRQMnlBRRAB,"Came here to have some appetisers before the Clarke Quay river cruise and it was quite nice, they had quick service and pretty good quality potato starters. Ambience is also pleasant! :)",3 months ago,2023-03-20 21:28:40.224446,5.0,Aashmika Varma,0,0,https://www.google.com/maps/contrib/104152931382854540911/reviews?hl=en-US,Hooters,Positive,Positive,Positive, Neutral
29,ChZDSUhNMG9nS0VJQ0FnSUQtd2RtaU93EAE,I like a beer  …,3 months ago,2023-03-20 21:28:40.226255,5.0,문종호 (J.H.Moom),0,0,https://www.google.com/maps/contrib/109757208779756621589/reviews?hl=en-US,Hooters,Neutral,Neutral,Neutral, Neutral
30,ChdDSUhNMG9nS0VJQ0FnSUQtenFfU3V3RRAB,"Good service, got the shrimp tacos and wings, the food tasted really good. Well seasoned and reasonably portioned for the price. …",3 months ago,2023-03-20 21:28:46.904036,5.0,Ryan Koh,0,0,https://www.google.com/maps/contrib/114175960063922988006/reviews?hl=en-US,Hooters,Positive,Positive,Neutral, Neutral
31,ChZDSUhNMG9nS0VJQ0FnSUQtMm9DbU13EAE,The music is too loud to communicate with the waitresses. The waitresses don't speak or understand English effectively. Took a wrong order and refused to change it.,3 months ago,2023-03-20 21:28:46.905970,1.0,Couch Rishi,0,0,https://www.google.com/maps/contrib/106796632879214952177/reviews?hl=en-US,Hooters,Neutral,Negative,Neutral, Negative
32,ChdDSUhNMG9nS0VJQ0FnSUQtX09XOHR3RRAB,Delicious,3 months ago,2023-03-20 21:28:46.910702,5.0,Moshe Naftchi,0,0,https://www.google.com/maps/contrib/105035556749877107995/reviews?hl=en-US,Hooters,Positive,Positive,Positive, Neutral
33,ChZDSUhNMG9nS0VJQ0FnSUQtck16Zk9REAE,"the food is pretty good for the beef and fish, the service is good with the lady who is dressed very sexy, can sit by the river",3 months ago,2023-03-20 21:28:46.911687,5.0,wardoyo subroto,0,0,https://www.google.com/maps/contrib/104688971992264718105/reviews?hl=en-US,Hooters,Positive,Positive,Neutral, Positive
34,ChZDSUhNMG9nS0VJQ0FnSUMtel9LN053EAE,"They don't have appetizers, only drinks. ""Cool"" environment, rec …",4 months ago,2023-03-20 21:28:53.750769,4.0,Dario Domenico Di Gesu,0,0,https://www.google.com/maps/contrib/113006604347405264152/reviews?hl=en-US,Hooters,Negative,Neutral,Positive, Neutral
35,ChZDSUhNMG9nS0VJQ0FnSUMtaF9tN0V3EAE,Sometimes we are eating here,4 months ago,2023-03-20 21:28:53.753615,5.0,Felix Smith,0,0,https://www.google.com/maps/contrib/104172470116680951682/reviews?hl=en-US,Hooters,Positive,Neutral,Neutral, Neutral
36,ChZDSUhNMG9nS0VJQ0FnSUMteXZTcFV3EAE,"Very good food, drink n service! Cash or card accepted! 💕💕 …",4 months ago,2023-03-20 21:29:00.606359,5.0,jabba cruz,0,0,https://www.google.com/maps/contrib/114903148456505896189/reviews?hl=en-US,Hooters,Positive,Positive,Neutral, Positive
37,ChZDSUhNMG9nS0VJQ0FnSURHbTdTaFFBEAE,Location wise it is d best.we thoroughly enjoyed the evening.The service is better.,4 months ago,2023-03-20 21:29:00.607414,4.0,Ujwala Rawat,0,0,https://www.google.com/maps/contrib/105320152189270904828/reviews?hl=en-US,Hooters,Neutral,Positive,Neutral, Neutral
38,ChdDSUhNMG9nS0VJQ0FnSUMteExYTHBnRRAB,"Hooterls, is always great. Good service, good food, goos drinks. Happy hour for beer in the afternoon. A little bit quite there in the afternoon.",4 months ago,2023-03-20 21:29:00.611000,4.0,Hajo Beckefeld,0,0,https://www.google.com/maps/contrib/103012394121653790819/reviews?hl=en-US,Hooters,Positive,Positive,Neutral, Positive
39,ChZDSUhNMG9nS0VJQ0FnSUMtaFBqN0tnEAE,You can see the River Cruise ticket office at Hooters. It is easy to see people l …,4 months ago,2023-03-20 21:29:00.611970,5.0,글로벌셀러스테비,0,0,https://www.google.com/maps/contrib/107252308231431850501/reviews?hl=en-US,Hooters,Neutral,Neutral,Neutral, Neutral
40,ChdDSUhNMG9nS0VJQ0FnSURlN19UUDVRRRAB,A seating by the Riverside is better than inside. Their usual chicken wings is a hit,4 months ago,2023-03-20 21:29:00.614996,5.0,Dr. Hubert Shu,0,0,https://www.google.com/maps/contrib/109878715031291565777/reviews?hl=en-US,Hooters,Positive,Neutral,Positive, Neutral
41,ChdDSUhNMG9nS0VJQ0FnSURlMF9PRTBnRRAB,"A bit pricey, no …",5 months ago,2023-03-20 21:29:07.383670,3.0,김종환,0,0,https://www.google.com/maps/contrib/109839469672271063017/reviews?hl=en-US,Hooters,Neutral,Neutral,Neutral, Negative
42,ChdDSUhNMG9nS0VJQ0FnSURlbzQ3cTlRRRAB,Pleasant service Food was hot and tasty and in timely manner Went back for take away before a tour and the staff went out of their way to …,5 months ago,2023-03-20 21:29:07.384569,5.0,tristan SA,0,0,https://www.google.com/maps/contrib/115765465033798740548/reviews?hl=en-US,Hooters,Positive,Positive,Neutral, Positive
43,ChdDSUhNMG9nS0VJQ0FnSURldzh2NDlnRRAB,"A disapointment,  even in early day hrs,had to wait a long time on food,then wrong and bad tasting food,   observert  others Who not got served and they got iretated. …",5 months ago,2023-03-20 21:29:07.385447,1.0,Freddy Larsen,0,0,https://www.google.com/maps/contrib/110029594440494071720/reviews?hl=en-US,Hooters,Negative,Negative,Neutral, Negative
44,ChdDSUhNMG9nS0VJQ0FnSURlOWRub2pBRRAB,A very American-style restaurant. Although the price …,5 months ago,2023-03-20 21:29:07.386403,5.0,啊俊,0,0,https://www.google.com/maps/contrib/104933933228716314320/reviews?hl=en-US,Hooters,Neutral,Neutral,Neutral, Neutral
45,ChZDSUhNMG9nS0VJQ0FnSURlN3ZXcFJnEAE,Horrible customer service by one of the staff (Laura) no communication at all very cold service. Portion sizes small for the price charged. Ambiance was good. Sat outside by the …,5 months ago,2023-03-20 21:29:07.391366,2.0,Ahmed manji,0,0,https://www.google.com/maps/contrib/116844505046145016073/reviews?hl=en-US,Hooters,Neutral,Negative,Positive, Neutral
46,ChdDSUhNMG9nS0VJQ0FnSURlenR2SDN3RRAB,"Was very average, not really busy and boring.",5 months ago,2023-03-20 21:29:14.323323,3.0,Rob Köppen,0,0,https://www.google.com/maps/contrib/102457473946354225742/reviews?hl=en-US,Hooters,Neutral,Neutral,Negative, Neutral
47,ChZDSUhNMG9nS0VJQ0FnSURleHEyNEJnEAE,Staffs are all great..staff My is doing awesome .. and always attentive on all tables around her..,5 months ago,2023-03-20 21:29:14.324079,5.0,Los Seyer,0,0,https://www.google.com/maps/contrib/101826099317808028017/reviews?hl=en-US,Hooters,Neutral,Positive,Neutral, Positive
48,ChZDSUhNMG9nS0VJQ0FnSURlLXJmOWNnEAE,Good location but ordinary restaurant.,5 months ago,2023-03-20 21:29:14.324901,2.0,LKS Post,0,0,https://www.google.com/maps/contrib/117871623042291808321/reviews?hl=en-US,Hooters,Neutral,Neutral,Neutral, Neutral
49,ChdDSUhNMG9nS0VJQ0FnSURldXNYbW9BRRAB,Overpriced beer,5 months ago,2023-03-20 21:29:14.325736,1.0,Stéphane GIGAULT,0,0,https://www.google.com/maps/contrib/104185747591029833096/reviews?hl=en-US,Hooters,Neutral,Neutral,Neutral, Negative
50,ChdDSUhNMG9nS0VJQ0FnSURla3VqVHFRRRAB,"I just came here because the other places had a long queue. To be honest, it is quite a lovely place. If you're looking for somewhere with short queue and isn't too noisy.",5 months ago,2023-03-20 21:29:14.327653,3.0,JIA WEI CHOO,0,0,https://www.google.com/maps/contrib/109648316596828256653/reviews?hl=en-US,Hooters,Neutral,Positive,Positive, Positive
51,ChdDSUhNMG9nS0VJQ0FnSURlckxfVHdBRRAB,Paid $90 for a meal and drinks and had to pay extra just to get a glass of water. What a joke!,5 months ago,2023-03-20 21:29:14.328310,1.0,Ken Parker,0,0,https://www.google.com/maps/contrib/113410628966247289491/reviews?hl=en-US,Hooters,Negative,Negative,Neutral, Negative
52,ChZDSUhNMG9nS0VJQ0FnSURlek1hU0pBEAE,The tacos and other items were good. The service needs huge improvements especially the person seating the customers. Very slow to clear the tables.,5 months ago,2023-03-20 21:29:14.328973,1.0,Jay B,0,0,https://www.google.com/maps/contrib/104299090415287896834/reviews?hl=en-US,Hooters,Positive,Negative,Neutral, Positive
53,ChdDSUhNMG9nS0VJQ0FnSURlNU1PX3Z3RRAB,I'm a fussy eater and I loved their beef burger!,5 months ago,2023-03-20 21:29:20.906002,4.0,M Rae,0,0,https://www.google.com/maps/contrib/100154271824530456314/reviews?hl=en-US,Hooters,Positive,Neutral,Neutral, Neutral
54,ChdDSUhNMG9nS0VJQ0FnSURlbU5pbnhRRRAB,Foods was good service was good,5 months ago,2023-03-20 21:29:20.908199,4.0,Sam Phua,0,0,https://www.google.com/maps/contrib/111244702484209384267/reviews?hl=en-US,Hooters,Positive,Positive,Neutral, Neutral
55,ChZDSUhNMG9nS0VJQ0FnSURlcUtlU1h3EAE,Their signature wings is a must try.,5 months ago,2023-03-20 21:29:20.908853,5.0,Naresh Nathan,0,0,https://www.google.com/maps/contrib/112723624925881869504/reviews?hl=en-US,Hooters,Positive,Neutral,Neutral, Neutral
56,ChdDSUhNMG9nS0VJQ0FnSURlb0t5Zm1nRRAB,"Good ambience , nice and friendly staff , for food good in display but not good in taste. We are having Baby back ribs and Chicken Wings , and both are not recomended or maybe not suitable with us ☺️( was having it on 28/09 around 7 pm )",5 months ago,2023-03-20 21:29:20.910137,3.0,Andre Tan,0,0,https://www.google.com/maps/contrib/117120690589995019537/reviews?hl=en-US,Hooters,Negative,Positive,Positive, Neutral
57,ChdDSUhNMG9nS0VJQ0FnSUNlMzUybjBnRRAB,Good！,5 months ago,2023-03-20 21:29:20.910828,4.0,DAVID KUAN,0,0,https://www.google.com/maps/contrib/110321116932466287428/reviews?hl=en-US,Hooters,Neutral,Neutral,Neutral, Positive
58,ChZDSUhNMG9nS0VJQ0FnSUNlejdYUlBBEAE,Love it.. Chiken wings with butter garlic sauce,5 months ago,2023-03-20 21:29:27.519987,5.0,Gabriel Herlambang,0,0,https://www.google.com/maps/contrib/107087365959034108337/reviews?hl=en-US,Hooters,Positive,Neutral,Neutral, Neutral
59,ChZDSUhNMG9nS0VJQ0FnSUNlemY2WFZBEAE,Love the wings!,5 months ago,2023-03-20 21:29:27.520799,4.0,Ze L,0,0,https://www.google.com/maps/contrib/114785707933996447308/reviews?hl=en-US,Hooters,Positive,Neutral,Neutral, Positive
60,ChZDSUhNMG9nS0VJQ0FnSUNlMXQ2V0xnEAE,Ok if you can understand the staff.,6 months ago,2023-03-20 21:29:27.524190,3.0,Robert Wilkinson,0,0,https://www.google.com/maps/contrib/100487248165746428262/reviews?hl=en-US,Hooters,Neutral,Neutral,Neutral, Neutral
61,ChdDSUhNMG9nS0VJQ0FnSUNleXJheC13RRAB,Nice and good,6 months ago,2023-03-20 21:29:27.525536,5.0,Hong Phuc Le,0,0,https://www.google.com/maps/contrib/105946359567115016492/reviews?hl=en-US,Hooters,Neutral,Neutral,Neutral, Neutral
62,ChZDSUhNMG9nS0VJQ0FnSUNleEtUM2R3EAE,"Hooters and other dining establishments are located along the River Valley Road. One of the is Tsui Wah. Hooters is a bar and restaurant. You can have beer or spirits and enjoy the food. Also the servers wear sexy attire, as a Hooters tradition. Chicken wings is a must try.",6 months ago,2023-03-20 21:29:34.196100,5.0,Michael Ranola,0,0,https://www.google.com/maps/contrib/117098042347229887611/reviews?hl=en-US,Hooters,Positive,Neutral,Neutral, Positive
63,ChZDSUhNMG9nS0VJQ0FnSUN3Nm9iS2JREAE,Nice place to have a nice meal with friends and family. Nice cosy ambience.  They had recently reopen for lunch  which was done with earlier this year due to …,6 months ago,2023-03-20 21:29:34.196813,5.0,Jason Teoh,0,0,https://www.google.com/maps/contrib/114963933414881921447/reviews?hl=en-US,Hooters,Positive,Positive,Positive, Neutral
64,ChZDSUhNMG9nS0VJQ0FnSUNlOEtiUVlBEAE,More than 4 but not 5. Service ok. Location nice and relaxing. Food good.,6 months ago,2023-03-20 21:29:34.197518,4.0,John Groom,0,0,https://www.google.com/maps/contrib/100616878705549050067/reviews?hl=en-US,Hooters,Positive,Neutral,Positive, Neutral
65,ChdDSUhNMG9nS0VJQ0FnSUNlMExlMzhBRRAB,"Always a go to when in need of garlic spice chicken wings, beers and.. more",6 months ago,2023-03-20 21:29:34.198240,5.0,Curtis Lim,0,0,https://www.google.com/maps/contrib/104601098353591164438/reviews?hl=en-US,Hooters,Positive,Neutral,Neutral, Neutral
66,ChdDSUhNMG9nS0VJQ0FnSUR1bjVDcXN3RRAB,"The food was average, the chicken wings were not juicy. The service was not so great, the waitress were not rude but they were not very welcome and would not even smile.",6 months ago,2023-03-20 21:29:34.198947,3.0,Anne Thymotie,0,0,https://www.google.com/maps/contrib/104747298925393636918/reviews?hl=en-US,Hooters,Neutral,Negative,Neutral, Neutral
67,ChdDSUhNMG9nS0VJQ0FnSUR1eF9MaXd3RRAB,"Food is good, service is not. Took 10 minutes just to get my drink after the food arrived. Way under staffed and management doesn't care. It isn't the waitresses fault, but still service needs to improve.",6 months ago,2023-03-20 21:29:41.096320,3.0,Marcus McKenzie,0,0,https://www.google.com/maps/contrib/110409797877391467818/reviews?hl=en-US,Hooters,Positive,Negative,Neutral, Negative
68,ChdDSUhNMG9nS0VJQ0FnSUR1amJ5RjN3RRAB,Highly understaffed.  The waitresses couldn't be less bothered to ensure you have a clean and a good meal. The place gives a very unsanitized feeeling.  The food was very below average with most of the items being just fried.  Wouldnt go there again ever.,6 months ago,2023-03-20 21:29:41.097732,1.0,Vanit Gupta,0,0,https://www.google.com/maps/contrib/106565544694810125313/reviews?hl=en-US,Hooters,Negative,Negative,Negative, Negative
69,ChZDSUhNMG9nS0VJQ0FnSUR1d2N6NldnEAE,Best chicken wings of all the places we have tried. Also cheaper than other resturants around the area.,6 months ago,2023-03-20 21:29:41.098409,5.0,Zeeshan Tufail,0,0,https://www.google.com/maps/contrib/111830822505827939794/reviews?hl=en-US,Hooters,Positive,Neutral,Neutral, Positive
70,ChZDSUhNMG9nS0VJQ0FnSUNtbmFUNFBREAE,"Usually crowded on weekends since lifting of covid-19 restrictions. Currently, understaffed and expect long waiting for outdoor seating and food to be served..",6 months ago,2023-03-20 21:29:41.099082,3.0,W. Hormchant,0,0,https://www.google.com/maps/contrib/102589058598808274925/reviews?hl=en-US,Hooters,Neutral,Negative,Neutral, Negative
71,ChdDSUhNMG9nS0VJQ0FnSUR1cG9DVDNBRRAB,Waitress are great .....Beer was cheap......Nice Buffalo wing,6 months ago,2023-03-20 21:29:41.099793,5.0,david goh,0,0,https://www.google.com/maps/contrib/102827661387169539309/reviews?hl=en-US,Hooters,Positive,Positive,Neutral, Positive
72,ChZDSUhNMG9nS0VJQ0FnSUR1cnNtbUh3EAE,The chicken wings are still good. Was sitted outside and it wasn't that busy. …,6 months ago,2023-03-20 21:29:41.100511,3.0,Daniel Lye,0,0,https://www.google.com/maps/contrib/113042376095684907955/reviews?hl=en-US,Hooters,Positive,Neutral,Neutral, Neutral
73,ChdDSUhNMG9nS0VJQ0FnSUR1dW9ld3dRRRAB,Waitress serving us seemed to have an attitude. It wasn't even the fact she wore a mask; she was very impatient when we were ordering and seemed annoyed when we flagged her over to check on our food. The time it took to prepare 10 wings and …,7 months ago,2023-03-20 21:29:48.008259,3.0,Jake Lin,0,0,https://www.google.com/maps/contrib/114805804662995284265/reviews?hl=en-US,Hooters,Neutral,Negative,Neutral, Neutral
74,ChZDSUhNMG9nS0VJQ0FnSUR1bXZhdUdBEAE,😉 …,7 months ago,2023-03-20 21:29:48.008954,5.0,Mahtab Osmani,0,0,https://www.google.com/maps/contrib/104975357884118303377/reviews?hl=en-US,Hooters,Neutral,Neutral,Neutral, Neutral
75,ChdDSUhNMG9nS0VJQ0FnSUR1X0xPZHJRRRAB,Steaks and tacos …,7 months ago,2023-03-20 21:29:48.009660,5.0,kwakyeong kim,0,0,https://www.google.com/maps/contrib/107018027957231737798/reviews?hl=en-US,Hooters,Positive,Neutral,Neutral, Neutral
76,ChZDSUhNMG9nS0VJQ0FnSUNHcTdIbWNREAE,Service was efficient and friendly. Medium wings (1 flame) had almost no spice but were buttery and rich as promised while still maintaining a light crispy crust. Wings were also evenly and sufficiently coated.,7 months ago,2023-03-20 21:29:48.010364,4.0,Athanasius Koh,0,0,https://www.google.com/maps/contrib/100892220962019562596/reviews?hl=en-US,Hooters,Positive,Positive,Neutral, Positive
77,ChZDSUhNMG9nS0VJQ0FnSUN1ajR5OERBEAE,tasty chicken wings,7 months ago,2023-03-20 21:29:48.011053,4.0,Wilson Fung,0,0,https://www.google.com/maps/contrib/106186452741776711469/reviews?hl=en-US,Hooters,Positive,Neutral,Neutral, Neutral
78,ChdDSUhNMG9nS0VJQ0FnSUN1bV95NzVnRRAB,Normally food but expensive price,7 months ago,2023-03-20 21:29:48.012372,3.0,Shervin Arianfard,0,0,https://www.google.com/maps/contrib/116470574284526501290/reviews?hl=en-US,Hooters,Neutral,Neutral,Neutral, Negative
79,ChZDSUhNMG9nS0VJQ0FnSUN1aTVXUWRnEAE,"Nothing so special than other Bars or Cafe. But goof Ambience, you can sit for a long time.",7 months ago,2023-03-20 21:29:48.013136,5.0,Arnav Tanveer,0,0,https://www.google.com/maps/contrib/116961327345630192866/reviews?hl=en-US,Hooters,Neutral,Neutral,Positive, Neutral
